PROLIFIC_PID,Mini_VLAT_Raw_Score,Mini_VLAT_Corrected_Score,Total_NFC_Score,LoC_Score,Joyous_Exploration_Total,Deprivation_Sensitivity_Total,Stress_Tolerance_Total,Social_Curiosity_Total,Thrill_Seeking_Total,Extraversion,Agreeableness,Conscientiousness,Emotional_Stability,Openness_to_Experiences,ResponseId,Aesthetic_Appeal,Satisfaction_Rating,Perceived_Clarity,TIMER_First_Click,TIMER_Last_Click,TIMER_Page_Submit,Click_Count,Response,Success_Level,Effort_Level,Emotional_State,Vis,Task
662f7e42bf7bec74f6342ee4,5,3.75,81.0,12,30.0,29.0,30.0,25.0,25.0,10.0,13.0,13.0,12.0,13.0,R_21yeFQcXfQTYtWB,Appealing,Satisfied,Clear,20.051,47.274,114.046,6,there's no link between the sequence of profitable and loss-making months as there were profits in some continuous months and loses in other months,Somewhat Successful,High Effort,Slightly,WF,RC
662f7e42bf7bec74f6342ee4,5,3.75,81.0,12,30.0,29.0,30.0,25.0,25.0,10.0,13.0,13.0,12.0,13.0,R_21yeFQcXfQTYtWB,Appealing,Satisfied,Clear,18.859,74.535,83.975,5,There were fluctuations in the profits and loss across the various month ,Somewhat Successful,High Effort,Moderately,WF,DE1
662f7e42bf7bec74f6342ee4,5,3.75,81.0,12,30.0,29.0,30.0,25.0,25.0,10.0,13.0,13.0,12.0,13.0,R_21yeFQcXfQTYtWB,Appealing,Satisfied,Clear,4.922,4.922,39.47,1,A company can experience downtime and uptime at any point of the year ,,,,WF,DE2
662f7e42bf7bec74f6342ee4,5,3.75,81.0,12,30.0,29.0,30.0,25.0,25.0,10.0,13.0,13.0,12.0,13.0,R_21yeFQcXfQTYtWB,Appealing,Satisfied,Clear,8.521,8.521,41.675,1,I learnt that companies profits and loses are not stagnant,,,,WF,MEM
662f7e42bf7bec74f6342ee4,5,3.75,81.0,12,30.0,29.0,30.0,25.0,25.0,10.0,13.0,13.0,12.0,13.0,R_21yeFQcXfQTYtWB,Unappealing,Very Unsatisfied,Very Unclear,13.436,18.034,23.09,2,100,Mostly Unsuccessful,High Effort,Moderately,SD,ID
662f7e42bf7bec74f6342ee4,5,3.75,81.0,12,30.0,29.0,30.0,25.0,25.0,10.0,13.0,13.0,12.0,13.0,R_21yeFQcXfQTYtWB,Unappealing,Very Unsatisfied,Very Unclear,26.394,135.953,139.039,15,The horsepower is higher in vehicles that fall within the MPG median and SD region than those outside of it,Mostly Unsuccessful,Moderate Effort,Slightly,SD,C
662f7e42bf7bec74f6342ee4,5,3.75,81.0,12,30.0,29.0,30.0,25.0,25.0,10.0,13.0,13.0,12.0,13.0,R_21yeFQcXfQTYtWB,Unappealing,Very Unsatisfied,Very Unclear,43.29,123.279,125.113,16,There is no correlation in  an increase in horsepower and MPG,Somewhat Successful,High Effort,Slightly,SD,T
662f7e42bf7bec74f6342ee4,5,3.75,81.0,12,30.0,29.0,30.0,25.0,25.0,10.0,13.0,13.0,12.0,13.0,R_21yeFQcXfQTYtWB,Unappealing,Very Unsatisfied,Very Unclear,17.856,17.856,40.311,1,The chart is not clear to answer this question ,Complete Failure,Moderate Effort,Moderately,SD,RC
662f7e42bf7bec74f6342ee4,5,3.75,81.0,12,30.0,29.0,30.0,25.0,25.0,10.0,13.0,13.0,12.0,13.0,R_21yeFQcXfQTYtWB,Unappealing,Very Unsatisfied,Very Unclear,12.656,40.029,40.595,4,The chart is not clear enough to decide ,Mostly Unsuccessful,Moderate Effort,Slightly,SD,DE1
662f7e42bf7bec74f6342ee4,5,3.75,81.0,12,30.0,29.0,30.0,25.0,25.0,10.0,13.0,13.0,12.0,13.0,R_21yeFQcXfQTYtWB,Unappealing,Very Unsatisfied,Very Unclear,4.917,17.54,51.885,2,Horsepower and MGP are not in correlation ,,,,SD,DE2
662f7e42bf7bec74f6342ee4,5,3.75,81.0,12,30.0,29.0,30.0,25.0,25.0,10.0,13.0,13.0,12.0,13.0,R_21yeFQcXfQTYtWB,Unappealing,Very Unsatisfied,Very Unclear,7.339,7.339,65.583,1,I couldn't capture the meaning of the chart,,,,SD,MEM
662f7e42bf7bec74f6342ee4,5,3.75,81.0,12,30.0,29.0,30.0,25.0,25.0,10.0,13.0,13.0,12.0,13.0,R_21yeFQcXfQTYtWB,Appealing,Neutral,Neutral,48.122,48.122,58.377,1,USA,Very Successful,Maximum Effort,Not At All,RC,ID
662f7e42bf7bec74f6342ee4,5,3.75,81.0,12,30.0,29.0,30.0,25.0,25.0,10.0,13.0,13.0,12.0,13.0,R_21yeFQcXfQTYtWB,Appealing,Neutral,Neutral,17.317,17.317,21.582,1,Yes,Somewhat Successful,High Effort,Slightly,RC,C
662f7e42bf7bec74f6342ee4,5,3.75,81.0,12,30.0,29.0,30.0,25.0,25.0,10.0,13.0,13.0,12.0,13.0,R_21yeFQcXfQTYtWB,Appealing,Neutral,Neutral,13.732,26.304,158.161,2,Cars from American are generally high in Acceleration where as cars from Europe and Japan have similar acceleration,Somewhat Successful,Moderate Effort,Slightly,RC,T
662f7e42bf7bec74f6342ee4,5,3.75,81.0,12,30.0,29.0,30.0,25.0,25.0,10.0,13.0,13.0,12.0,13.0,R_21yeFQcXfQTYtWB,Appealing,Neutral,Neutral,18.65,18.65,37.936,1,It's not clear to decide ,Complete Failure,Moderate Effort,Moderately,RC,RC
662f7e42bf7bec74f6342ee4,5,3.75,81.0,12,30.0,29.0,30.0,25.0,25.0,10.0,13.0,13.0,12.0,13.0,R_21yeFQcXfQTYtWB,Appealing,Neutral,Neutral,12.176,122.431,135.814,5,Cars from America are generally were engineered and cost effective,Somewhat Successful,Maximum Effort,Slightly,RC,DE1
662f7e42bf7bec74f6342ee4,5,3.75,81.0,12,30.0,29.0,30.0,25.0,25.0,10.0,13.0,13.0,12.0,13.0,R_21yeFQcXfQTYtWB,Appealing,Neutral,Neutral,19.134,52.977,124.198,2,Cars from different regions are built in different styles in order to serve well in the conditions of each region,,,,RC,DE2
662f7e42bf7bec74f6342ee4,5,3.75,81.0,12,30.0,29.0,30.0,25.0,25.0,10.0,13.0,13.0,12.0,13.0,R_21yeFQcXfQTYtWB,Appealing,Neutral,Neutral,9.677,51.819,79.4,11,I learnt that cars from different regions are engineered in different ways ,,,,RC,MEM
662f7e42bf7bec74f6342ee4,5,3.75,81.0,12,30.0,29.0,30.0,25.0,25.0,10.0,13.0,13.0,12.0,13.0,R_21yeFQcXfQTYtWB,Unappealing,Unsatisfied,Unclear,25.855,25.855,39.5,1,0,Somewhat Successful,High Effort,Not At All,OD,ID
662f7e42bf7bec74f6342ee4,5,3.75,81.0,12,30.0,29.0,30.0,25.0,25.0,10.0,13.0,13.0,12.0,13.0,R_21yeFQcXfQTYtWB,Unappealing,Unsatisfied,Unclear,52.399,52.399,56.756,1,No,Mostly Unsuccessful,Moderate Effort,Slightly,OD,C
662f7e42bf7bec74f6342ee4,5,3.75,81.0,12,30.0,29.0,30.0,25.0,25.0,10.0,13.0,13.0,12.0,13.0,R_21yeFQcXfQTYtWB,Unappealing,Unsatisfied,Unclear,42.75,42.75,98.027,1,Higher number is assigned to zip codes of larger regions,Somewhat Successful,High Effort,Slightly,OD,T
662f7e42bf7bec74f6342ee4,5,3.75,81.0,12,30.0,29.0,30.0,25.0,25.0,10.0,13.0,13.0,12.0,13.0,R_21yeFQcXfQTYtWB,Unappealing,Unsatisfied,Unclear,18.045,61.17,71.29,2,more zip codes are assigned to large regions ,Mostly Unsuccessful,Moderate Effort,Not At All,OD,RC
662f7e42bf7bec74f6342ee4,5,3.75,81.0,12,30.0,29.0,30.0,25.0,25.0,10.0,13.0,13.0,12.0,13.0,R_21yeFQcXfQTYtWB,Unappealing,Unsatisfied,Unclear,20.725,91.221,94.691,9,Zip codes in the West coast are assigned with a higher number than zip codes in the East coast,Somewhat Successful,High Effort,Slightly,OD,DE1
662f7e42bf7bec74f6342ee4,5,3.75,81.0,12,30.0,29.0,30.0,25.0,25.0,10.0,13.0,13.0,12.0,13.0,R_21yeFQcXfQTYtWB,Unappealing,Unsatisfied,Unclear,27.464,27.464,56.042,1,Some regions are more populated than others,,,,OD,DE2
662f7e42bf7bec74f6342ee4,5,3.75,81.0,12,30.0,29.0,30.0,25.0,25.0,10.0,13.0,13.0,12.0,13.0,R_21yeFQcXfQTYtWB,Unappealing,Unsatisfied,Unclear,13.388,70.119,79.574,3,I was able to study the map easily because of the colors assigned to the regions,,,,OD,MEM
656b2f8d41ad79f68926ad34,4,1.25,65.0,11,27.0,18.0,34.0,32.0,17.0,7.0,13.0,12.0,14.0,14.0,R_7on68tBxDPLwS3v,Very Appealing,Very Satisfied,Clear,7.361,7.361,25.985,1,GOOG,Perfect Execution,High Effort,Not At All,ML,ID
656b2f8d41ad79f68926ad34,4,1.25,65.0,11,27.0,18.0,34.0,32.0,17.0,7.0,13.0,12.0,14.0,14.0,R_7on68tBxDPLwS3v,Very Appealing,Very Satisfied,Clear,22.29,22.29,48.835,1,Apple did show an increase in price,Very Successful,Maximum Effort,Not At All,ML,C
656b2f8d41ad79f68926ad34,4,1.25,65.0,11,27.0,18.0,34.0,32.0,17.0,7.0,13.0,12.0,14.0,14.0,R_7on68tBxDPLwS3v,Very Appealing,Very Satisfied,Clear,161.569,204.82,205.317,4,Had a good start  and had a drop for a while,Perfect Execution,High Effort,Not At All,ML,T
656b2f8d41ad79f68926ad34,4,1.25,65.0,11,27.0,18.0,34.0,32.0,17.0,7.0,13.0,12.0,14.0,14.0,R_7on68tBxDPLwS3v,Very Appealing,Very Satisfied,Clear,59.134,100.184,100.657,3,"No, Google had an excellent prince increase than Amazon",Perfect Execution,High Effort,Not At All,ML,RC
656b2f8d41ad79f68926ad34,4,1.25,65.0,11,27.0,18.0,34.0,32.0,17.0,7.0,13.0,12.0,14.0,14.0,R_7on68tBxDPLwS3v,Very Appealing,Very Satisfied,Clear,3.047,41.643,41.955,3,"From the year 2007 to 2009, all companies experienced and increase in price",Perfect Execution,High Effort,Not At All,ML,DE1
656b2f8d41ad79f68926ad34,4,1.25,65.0,11,27.0,18.0,34.0,32.0,17.0,7.0,13.0,12.0,14.0,14.0,R_7on68tBxDPLwS3v,Very Appealing,Very Satisfied,Clear,0.647,1.622,18.46,3,Google has an excellent price range,,,,ML,DE2
656b2f8d41ad79f68926ad34,4,1.25,65.0,11,27.0,18.0,34.0,32.0,17.0,7.0,13.0,12.0,14.0,14.0,R_7on68tBxDPLwS3v,Very Appealing,Very Satisfied,Clear,1.457,27.243,29.563,4,That Google has been in the market not long and is still leading the market share,,,,ML,MEM
656b2f8d41ad79f68926ad34,4,1.25,65.0,11,27.0,18.0,34.0,32.0,17.0,7.0,13.0,12.0,14.0,14.0,R_7on68tBxDPLwS3v,Very Appealing,Very Satisfied,Clear,850.829,1912.362,2566.699,3,No. 457 and Glabron,Perfect Execution,High Effort,Extremely,CO,ID
656b2f8d41ad79f68926ad34,4,1.25,65.0,11,27.0,18.0,34.0,32.0,17.0,7.0,13.0,12.0,14.0,14.0,R_7on68tBxDPLwS3v,Very Appealing,Very Satisfied,Clear,15.31,48.693,49.015,2,Peatland and No.475,Very Successful,Maximum Effort,Not At All,CO,C
656b2f8d41ad79f68926ad34,4,1.25,65.0,11,27.0,18.0,34.0,32.0,17.0,7.0,13.0,12.0,14.0,14.0,R_7on68tBxDPLwS3v,Very Appealing,Very Satisfied,Clear,46.822,46.822,67.906,1,There were mostly a decrease,Very Successful,Moderate Effort,Very,CO,T
656b2f8d41ad79f68926ad34,4,1.25,65.0,11,27.0,18.0,34.0,32.0,17.0,7.0,13.0,12.0,14.0,14.0,R_7on68tBxDPLwS3v,Very Appealing,Very Satisfied,Clear,4.446,14.331,21.319,2,Yes some regions do show,Very Successful,Maximum Effort,Not At All,CO,RC
656b2f8d41ad79f68926ad34,4,1.25,65.0,11,27.0,18.0,34.0,32.0,17.0,7.0,13.0,12.0,14.0,14.0,R_7on68tBxDPLwS3v,Very Appealing,Very Satisfied,Clear,2.062,80.961,81.322,5,The No. 457 in 1931 had a strong yield,Very Successful,Maximum Effort,Not At All,CO,DE1
656b2f8d41ad79f68926ad34,4,1.25,65.0,11,27.0,18.0,34.0,32.0,17.0,7.0,13.0,12.0,14.0,14.0,R_7on68tBxDPLwS3v,Very Appealing,Very Satisfied,Clear,0.939,7.622,148.866,6,That of Waseca region had the most yield data,,,,CO,DE2
656b2f8d41ad79f68926ad34,4,1.25,65.0,11,27.0,18.0,34.0,32.0,17.0,7.0,13.0,12.0,14.0,14.0,R_7on68tBxDPLwS3v,Very Appealing,Very Satisfied,Clear,1.813,37.152,37.622,2,"That in Waseca region, No.462 had the highest yield in both years",,,,CO,MEM
656b2f8d41ad79f68926ad34,4,1.25,65.0,11,27.0,18.0,34.0,32.0,17.0,7.0,13.0,12.0,14.0,14.0,R_7on68tBxDPLwS3v,Unappealing,Very Unsatisfied,Very Unclear,11.521,26.857,27.686,4,No idea,Mostly Unsuccessful,No Effort,Slightly,PL,ID
656b2f8d41ad79f68926ad34,4,1.25,65.0,11,27.0,18.0,34.0,32.0,17.0,7.0,13.0,12.0,14.0,14.0,R_7on68tBxDPLwS3v,Unappealing,Very Unsatisfied,Very Unclear,1.049,1.418,6.261,2,No idea,Mostly Unsuccessful,No Effort,Slightly,PL,C
656b2f8d41ad79f68926ad34,4,1.25,65.0,11,27.0,18.0,34.0,32.0,17.0,7.0,13.0,12.0,14.0,14.0,R_7on68tBxDPLwS3v,Unappealing,Very Unsatisfied,Very Unclear,1.027,2.465,3.357,3,No idea,Mostly Unsuccessful,No Effort,Not At All,PL,T
656b2f8d41ad79f68926ad34,4,1.25,65.0,11,27.0,18.0,34.0,32.0,17.0,7.0,13.0,12.0,14.0,14.0,R_7on68tBxDPLwS3v,Unappealing,Very Unsatisfied,Very Unclear,0.832,1.855,2.338,3,No idea,Mostly Unsuccessful,No Effort,Slightly,PL,RC
656b2f8d41ad79f68926ad34,4,1.25,65.0,11,27.0,18.0,34.0,32.0,17.0,7.0,13.0,12.0,14.0,14.0,R_7on68tBxDPLwS3v,Unappealing,Very Unsatisfied,Very Unclear,0.649,1.804,2.563,2,No idea,Mostly Unsuccessful,No Effort,Slightly,PL,DE1
656b2f8d41ad79f68926ad34,4,1.25,65.0,11,27.0,18.0,34.0,32.0,17.0,7.0,13.0,12.0,14.0,14.0,R_7on68tBxDPLwS3v,Unappealing,Very Unsatisfied,Very Unclear,1.072,3.042,3.468,3,No idea,,,,PL,DE2
656b2f8d41ad79f68926ad34,4,1.25,65.0,11,27.0,18.0,34.0,32.0,17.0,7.0,13.0,12.0,14.0,14.0,R_7on68tBxDPLwS3v,Unappealing,Very Unsatisfied,Very Unclear,0.831,1.127,2.031,2,No idea,,,,PL,MEM
656b2f8d41ad79f68926ad34,4,1.25,65.0,11,27.0,18.0,34.0,32.0,17.0,7.0,13.0,12.0,14.0,14.0,R_7on68tBxDPLwS3v,Appealing,Neutral,Clear,2.757,11.619,12.239,2,Gento,Very Successful,High Effort,Not At All,BP,ID
656b2f8d41ad79f68926ad34,4,1.25,65.0,11,27.0,18.0,34.0,32.0,17.0,7.0,13.0,12.0,14.0,14.0,R_7on68tBxDPLwS3v,Appealing,Neutral,Clear,0.705,48.471,53.179,6,Gentoo penguin demonstrates a greater variability in body mass,Perfect Execution,High Effort,Not At All,BP,C
656b2f8d41ad79f68926ad34,4,1.25,65.0,11,27.0,18.0,34.0,32.0,17.0,7.0,13.0,12.0,14.0,14.0,R_7on68tBxDPLwS3v,Appealing,Neutral,Clear,1.5,25.084,25.52,3,That Gentoo penguin seems to be dominating alot,Very Successful,High Effort,Not At All,BP,T
656b2f8d41ad79f68926ad34,4,1.25,65.0,11,27.0,18.0,34.0,32.0,17.0,7.0,13.0,12.0,14.0,14.0,R_7on68tBxDPLwS3v,Appealing,Neutral,Clear,2.059,57.821,58.197,2,That would be Gentoo penguin,Perfect Execution,High Effort,Not At All,BP,RC
656b2f8d41ad79f68926ad34,4,1.25,65.0,11,27.0,18.0,34.0,32.0,17.0,7.0,13.0,12.0,14.0,14.0,R_7on68tBxDPLwS3v,Appealing,Neutral,Clear,1.472,69.089,69.478,3,"Yes, there could be an external factor causing that",Perfect Execution,High Effort,Not At All,BP,DE1
656b2f8d41ad79f68926ad34,4,1.25,65.0,11,27.0,18.0,34.0,32.0,17.0,7.0,13.0,12.0,14.0,14.0,R_7on68tBxDPLwS3v,Appealing,Neutral,Clear,0.833,16.541,17.004,2,That Gentoo penguins really have enormous body mass,,,,BP,MEM
656b2f8d41ad79f68926ad34,4,1.25,65.0,11,27.0,18.0,34.0,32.0,17.0,7.0,13.0,12.0,14.0,14.0,R_7on68tBxDPLwS3v,Very Appealing,Very Satisfied,Very Clear,6.865,6.865,18.723,1,Time 2,Perfect Execution,High Effort,Not At All,HR,ID
656b2f8d41ad79f68926ad34,4,1.25,65.0,11,27.0,18.0,34.0,32.0,17.0,7.0,13.0,12.0,14.0,14.0,R_7on68tBxDPLwS3v,Very Appealing,Very Satisfied,Very Clear,9.319,9.319,45.77,1,Time 4 had an amazing price to settle than time 17,Perfect Execution,High Effort,Not At All,HR,C
656b2f8d41ad79f68926ad34,4,1.25,65.0,11,27.0,18.0,34.0,32.0,17.0,7.0,13.0,12.0,14.0,14.0,R_7on68tBxDPLwS3v,Very Appealing,Very Satisfied,Very Clear,0.906,19.394,19.831,6,No,Perfect Execution,High Effort,Not At All,HR,T
656b2f8d41ad79f68926ad34,4,1.25,65.0,11,27.0,18.0,34.0,32.0,17.0,7.0,13.0,12.0,14.0,14.0,R_7on68tBxDPLwS3v,Very Appealing,Very Satisfied,Very Clear,0.811,17.273,17.667,2,No there isn't,Perfect Execution,High Effort,Not At All,HR,RC
656b2f8d41ad79f68926ad34,4,1.25,65.0,11,27.0,18.0,34.0,32.0,17.0,7.0,13.0,12.0,14.0,14.0,R_7on68tBxDPLwS3v,Very Appealing,Very Satisfied,Very Clear,4.449,5.469,148.129,2,There seem to be an abnormal change from time 9 to 11,Very Successful,Maximum Effort,Not At All,HR,DE1
656b2f8d41ad79f68926ad34,4,1.25,65.0,11,27.0,18.0,34.0,32.0,17.0,7.0,13.0,12.0,14.0,14.0,R_7on68tBxDPLwS3v,Very Appealing,Very Satisfied,Very Clear,6.336,11.32,11.731,2,Time 4,,,,HR,DE2
656b2f8d41ad79f68926ad34,4,1.25,65.0,11,27.0,18.0,34.0,32.0,17.0,7.0,13.0,12.0,14.0,14.0,R_7on68tBxDPLwS3v,Very Appealing,Very Satisfied,Very Clear,1.001,21.156,21.976,3,That some time period did not record and price at all,,,,HR,MEM
654d03ec6d9ed752946923cd,6,3.25,55.0,12,26.0,28.0,19.0,27.0,24.0,7.0,14.0,10.0,13.0,11.0,R_1erlI58xPnMJJwl,Very Appealing,Satisfied,Very Clear,2.657,17.159,17.396,7,4,Perfect Execution,Maximum Effort,Not At All,BC,ID
654d03ec6d9ed752946923cd,6,3.25,55.0,12,26.0,28.0,19.0,27.0,24.0,7.0,14.0,10.0,13.0,11.0,R_1erlI58xPnMJJwl,Very Appealing,Satisfied,Very Clear,0.875,47.194,47.58,4,month 2 had a favourable amount of 55 items sold and month 8 sold 85 items,Perfect Execution,Maximum Effort,Not At All,BC,C
654d03ec6d9ed752946923cd,6,3.25,55.0,12,26.0,28.0,19.0,27.0,24.0,7.0,14.0,10.0,13.0,11.0,R_1erlI58xPnMJJwl,Very Appealing,Satisfied,Very Clear,12.416,46.042,46.49,3,It remains inconsistent as the year progresses and can't be estimated any time soon,Perfect Execution,Maximum Effort,Not At All,BC,T
654d03ec6d9ed752946923cd,6,3.25,55.0,12,26.0,28.0,19.0,27.0,24.0,7.0,14.0,10.0,13.0,11.0,R_1erlI58xPnMJJwl,Very Appealing,Satisfied,Very Clear,4.92,17.651,18.49,4,No,Somewhat Successful,Minimal Effort,Not At All,BC,RC
654d03ec6d9ed752946923cd,6,3.25,55.0,12,26.0,28.0,19.0,27.0,24.0,7.0,14.0,10.0,13.0,11.0,R_1erlI58xPnMJJwl,Very Appealing,Satisfied,Very Clear,2.56,27.858,40.017,6,"No anomalies or trends noticed and if there's any, only this graph can't tell",Perfect Execution,High Effort,Not At All,BC,DE1
654d03ec6d9ed752946923cd,6,3.25,55.0,12,26.0,28.0,19.0,27.0,24.0,7.0,14.0,10.0,13.0,11.0,R_1erlI58xPnMJJwl,Very Appealing,Satisfied,Very Clear,0.856,14.471,14.883,4,That the 4th month made most sales,,,,BC,DE2
654d03ec6d9ed752946923cd,6,3.25,55.0,12,26.0,28.0,19.0,27.0,24.0,7.0,14.0,10.0,13.0,11.0,R_1erlI58xPnMJJwl,Very Appealing,Satisfied,Very Clear,1.079,17.369,17.746,6,All months had an irregular amount of sales,,,,BC,MEM
654d03ec6d9ed752946923cd,6,3.25,55.0,12,26.0,28.0,19.0,27.0,24.0,7.0,14.0,10.0,13.0,11.0,R_1erlI58xPnMJJwl,Very Appealing,Very Satisfied,Clear,0.116,34.705,37.564,11,0 and 45,Perfect Execution,High Effort,Not At All,HS,ID
654d03ec6d9ed752946923cd,6,3.25,55.0,12,26.0,28.0,19.0,27.0,24.0,7.0,14.0,10.0,13.0,11.0,R_1erlI58xPnMJJwl,Very Appealing,Very Satisfied,Clear,1.125,22.609,22.96,6,55 has,Perfect Execution,High Effort,Not At All,HS,C
654d03ec6d9ed752946923cd,6,3.25,55.0,12,26.0,28.0,19.0,27.0,24.0,7.0,14.0,10.0,13.0,11.0,R_1erlI58xPnMJJwl,Very Appealing,Very Satisfied,Clear,2.259,32.145,32.63,8,It varies in large amounts,Perfect Execution,High Effort,Not At All,HS,T
654d03ec6d9ed752946923cd,6,3.25,55.0,12,26.0,28.0,19.0,27.0,24.0,7.0,14.0,10.0,13.0,11.0,R_1erlI58xPnMJJwl,Very Appealing,Very Satisfied,Clear,0.977,63.443,65.234,4,"Yes, more student had an average high score and less in the highest score",Perfect Execution,High Effort,Not At All,HS,RC
654d03ec6d9ed752946923cd,6,3.25,55.0,12,26.0,28.0,19.0,27.0,24.0,7.0,14.0,10.0,13.0,11.0,R_1erlI58xPnMJJwl,Very Appealing,Very Satisfied,Clear,1.529,29.667,30.191,3,That the highest grade had the least record,,,,HS,DE2
654d03ec6d9ed752946923cd,6,3.25,55.0,12,26.0,28.0,19.0,27.0,24.0,7.0,14.0,10.0,13.0,11.0,R_1erlI58xPnMJJwl,Very Appealing,Very Satisfied,Clear,10.97,11.501,21.693,2,That they performed well,,,,HS,MEM
654d03ec6d9ed752946923cd,6,3.25,55.0,12,26.0,28.0,19.0,27.0,24.0,7.0,14.0,10.0,13.0,11.0,R_1erlI58xPnMJJwl,Appealing,Very Satisfied,Clear,3.687,5.472,222.498,4,06/30,Perfect Execution,Maximum Effort,Not At All,HT,ID
654d03ec6d9ed752946923cd,6,3.25,55.0,12,26.0,28.0,19.0,27.0,24.0,7.0,14.0,10.0,13.0,11.0,R_1erlI58xPnMJJwl,Appealing,Very Satisfied,Clear,1733.895,1737.805,1839.774,2,5:34,Somewhat Successful,Maximum Effort,Not At All,HT,C
654d03ec6d9ed752946923cd,6,3.25,55.0,12,26.0,28.0,19.0,27.0,24.0,7.0,14.0,10.0,13.0,11.0,R_1erlI58xPnMJJwl,Appealing,Very Satisfied,Clear,3.991,112.429,117.916,8,The daily maxim temperature must be around 11C and it's indifferent ,Very Successful,Maximum Effort,Not At All,HT,T
654d03ec6d9ed752946923cd,6,3.25,55.0,12,26.0,28.0,19.0,27.0,24.0,7.0,14.0,10.0,13.0,11.0,R_1erlI58xPnMJJwl,Appealing,Very Satisfied,Clear,21.537,142.866,143.413,4,The correlations during the year had a higher record of temperature from the month of May to September,Very Successful,Maximum Effort,Not At All,HT,RC
654d03ec6d9ed752946923cd,6,3.25,55.0,12,26.0,28.0,19.0,27.0,24.0,7.0,14.0,10.0,13.0,11.0,R_1erlI58xPnMJJwl,Appealing,Very Satisfied,Clear,21.939,54.023,54.482,3,There are few months that exhibits such changes. July and August ,Very Successful,Maximum Effort,Very,HT,DE1
